Food code,Main food description,WWEIA number,WWEIA description,Energy (kcal),Protein (g),Carbohydrate (g),Total Sugars (g),Total Fiber (g),Total Fat (g),Water (g)
63401060,"Apple, candied",6002,Apples,134,1.34,29.61,24.17,1.8,2.15,66.3
63401070,"Fruit, chocolate covered",6018,Other fruits and fruit salads,132,1.41,19.86,16.03,2.7,6.69,71.45
63402950,"Fruit salad, excluding citrus fruits, with salad dressing or mayonnaise",6018,Other fruits and fruit salads,237,1.83,13.42,9.42,1.7,20.29,63.64
63402960,"Fruit salad, excluding citrus fruits, with whipped cream",6018,Other fruits and fruit salads,152,2.14,14.97,10.58,1.9,10.25,72.11
63402970,"Fruit salad, excluding citrus fruits, with nondairy whipped topping",6018,Other fruits and fruit salads,142,1.99,17.1,12.5,2,8.22,72.19
63402980,"Fruit salad, excluding citrus fruits, with marshmallows",6018,Other fruits and fruit salads,241,1.83,17.4,12.24,1.6,19.11,60.87
63402990,"Fruit salad, including citrus fruits, with pudding",6018,Other fruits and fruit salads,125,1.98,17.55,12.65,1.9,5.98,73.92
63403000,"Fruit salad, excluding citrus fruits, with pudding",6018,Other fruits and fruit salads,127,1.91,17.96,12.83,1.7,6.1,73.5
63403010,"Fruit salad, including citrus fruits, with salad dressing or mayonnaise",6018,Other fruits and fruit salads,232,1.9,13.09,9.31,2,19.89,64.27
63403020,"Fruit salad, including citrus fruit, with whipped cream",6018,Other fruits and fruit salads,149,2.21,14.57,10.44,2.1,10.03,72.61
63403030,"Fruit salad, including citrus fruits, with nondairy whipped topping",6018,Other fruits and fruit salads,139,2.06,16.64,12.31,2.2,8.04,72.71
63403040,"Fruit salad, including citrus fruits, with marshmallows",6018,Other fruits and fruit salads,237,1.9,17.01,12.08,1.8,18.76,61.51
63403150,Lime souffle,5804,Pudding,321,8.72,39.97,37.32,1.3,14.86,35.66
63409010,"Guacamole, NFS",8412,"Dips, gravies, other sauces",155,1.95,8.45,0.72,6.5,14.18,73.02
63409015,Guacamole with tomatoes,8412,"Dips, gravies, other sauces",145,1.87,8.09,0.87,6.1,13.09,74.7
63409020,Chutney,8406,Mustard and other condiments,246,0.33,60.6,42.68,1,0.06,36.3
63413010,Pineapple salad with dressing,6018,Other fruits and fruit salads,96,0.58,11.9,8.94,1.3,5.71,81.45
63415100,"Soup, fruit",3802,Soups,29,0.54,6.99,5.94,0.8,0.12,92.02
63420105,Frozen fruit juice bar,5806,"Gelatins, ices, sorbets",106,0.81,25.4,22.6,0.5,0.06,73.53
63420205,"Frozen fruit juice bar, no sugar added",5806,"Gelatins, ices, sorbets",30,0.12,7.35,3.12,0.1,0.01,92.46
63430150,Sorbet,5806,"Gelatins, ices, sorbets",110,0.79,27.12,25.78,0.5,0.05,71.88
64100100,"Fruit juice, NFS",7006,Other fruit juice,51,0.29,12.1,10.4,0.2,0.26,87.14
64100110,"Fruit juice blend, 100% juice",7006,Other fruit juice,50,0.16,12.46,10.92,0.2,0.12,87.05
64100200,"Cranberry juice blend, 100% juice",7006,Other fruit juice,46,0.12,11.16,9.04,0.2,0.18,88.36
64100220,"Cranberry juice blend, 100% juice, with calcium added",7006,Other fruit juice,45,0.27,10.91,9.8,0.1,0.12,88.6
64101010,Apple cider,7004,Apple juice,46,0.1,11.3,9.62,0.2,0.13,88.24
64104010,"Apple juice, 100%",7004,Apple juice,48,0.09,11.34,10.13,0.2,0.25,88.16
64104030,"Apple juice, 100%, with calcium added",7004,Apple juice,48,0.12,11.49,9.47,0.3,0.17,87.92
64104600,"Blackberry juice, 100%",7006,Other fruit juice,38,0.3,7.8,7.7,0.1,0.6,90.9
64104610,Blueberry juice,7006,Other fruit juice,37,0.48,9.42,6.47,1.6,0.21,89.7
64105400,"Cranberry juice, 100%, not a blend",7006,Other fruit juice,32,0,7.26,3.41,0.1,0.34,92.3
64116020,"Grape juice, 100%",7006,Other fruit juice,66,0.18,15.73,14.24,0.2,0.28,83.68
64116060,"Grape juice, 100%, with calcium added",7006,Other fruit juice,62,0.37,14.77,14.2,0.2,0.13,84.51
64120010,"Papaya juice, 100%",7006,Other fruit juice,57,0.17,14.51,13.91,0.6,0.15,85.02
64121000,"Passion fruit juice, 100%",7006,Other fruit juice,51,0.39,13.6,13.4,0.2,0.05,85.62
64124020,"Pineapple juice, 100%",7006,Other fruit juice,53,0.36,12.87,9.98,0.2,0.12,86.37
64126000,"Pomegranate juice, 100%",7006,Other fruit juice,54,0.15,13.13,12.65,0.1,0.29,85.95
64132010,"Prune juice, 100%",7006,Other fruit juice,71,0.61,17.45,16.45,1,0.03,81.24
64132500,"Strawberry juice, 100%",7006,Other fruit juice,38,0.3,7.8,7.7,0.1,0.6,90.9
64133100,"Watermelon juice, 100%",7006,Other fruit juice,30,0.61,7.55,6.2,0.4,0.15,91.45
64134015,"Fruit smoothie, with whole fruit, no dairy",7220,Smoothies and grain drinks,54,0.61,12.67,8.78,1.5,0.35,86
64134020,"Fruit smoothie, with whole fruit, no dairy, added protein",7220,Smoothies and grain drinks,76,6.23,12.2,8.14,1.6,0.44,80.02
64134025,"Fruit smoothie, with whole fruit, non-dairy",7220,Smoothies and grain drinks,60,1.45,11.58,5.3,1.1,0.99,85.34
64134030,"Fruit smoothie juice drink, no dairy",7220,Smoothies and grain drinks,51,0.6,11.88,8.35,1,0.24,86.88
64134100,"Fruit smoothie, light",7220,Smoothies and grain drinks,53,2.61,9.71,7.47,1,0.61,86.38
64134200,"Fruit smoothie, bottled",7220,Smoothies and grain drinks,50,0.48,11.66,10.05,0.6,0.27,87.28
64200100,"Fruit nectar, NFS",7204,Fruit drinks,51,0.11,13.12,12.45,0.3,0.06,86.63
64201010,Apricot nectar,7204,Fruit drinks,56,0.17,13.63,12.79,0.1,0.45,85.63
64201500,Banana nectar,7204,Fruit drinks,74,0.26,18.01,15.51,0.6,0.13,81.3
64202010,Cantaloupe nectar,7204,Fruit drinks,65,0.33,15.64,15.55,0.3,0.11,83.62
64203020,Guava nectar,7204,Fruit drinks,48,0.3,13.3,10.15,1.2,0.07,86.23
64204010,Mango nectar,7204,Fruit drinks,51,0.11,13.12,12.45,0.3,0.06,86.63
64205010,Peach nectar,7204,Fruit drinks,49,0.1,11.61,12.08,0.1,0.57,87.65
64210010,Papaya nectar,7204,Fruit drinks,57,0.17,14.51,13.91,0.6,0.15,85.02
64213010,Passion fruit nectar,7204,Fruit drinks,69,0.16,17.39,17.34,0.1,0.06,82.2
64215010,Pear nectar,7204,Fruit drinks,60,0.11,15.76,15.16,0.6,0.01,84.01
64221010,"Soursop, nectar",7204,Fruit drinks,59,0.11,14.93,13.07,0.1,0.17,84.72
64401000,Vinegar,8406,Mustard and other condiments,21,0,0.93,0.4,0,0,93.81
67100000,"Baby Toddler fruit, NFS",9004,Baby food: fruit,68,0.68,16.44,10.49,1.7,0.21,82.14
67100100,"Baby Toddler multiple fruit, Stage 2",9004,Baby food: fruit,68,0.68,16.44,10.49,1.7,0.21,82.14
67100105,"Baby Toddler multiple fruit, Stage 3",9004,Baby food: fruit,68,0.68,16.44,10.49,1.7,0.21,82.14
67100250,"Baby Toddler fruit, with grain",9007,Baby food: mixtures,78,1.07,17.96,10.11,2,0.41,79.99
67100260,"Baby Toddler fruit, with yogurt",9007,Baby food: mixtures,70,1.74,13.01,9.03,1.1,1.36,83.29
67100350,"Baby Toddler fruit and vegetables, Stage 2",9007,Baby food: mixtures,59,0.98,13.69,7.46,1.7,0.23,84.52
67100360,"Baby Toddler fruit and vegetables, Stage 3",9007,Baby food: mixtures,59,0.98,13.69,7.46,1.7,0.23,84.52
67100450,"Baby Toddler fruit and vegetables, with grain",9007,Baby food: mixtures,69,1.48,15.31,6.73,2,0.48,82.08
67100460,"Baby Toddler fruit and vegetables, with yogurt",9007,Baby food: mixtures,62,1.96,10.95,6.76,1,1.38,85.08
67100470,"Baby Toddler fruit, vegetables, and meat",9007,Baby food: mixtures,75,2.63,14.14,6.06,1.8,1.06,81.52
67100480,Baby Toddler fruit and meat,9007,Baby food: mixtures,82,2.26,16.44,9.06,1.8,0.99,79.73
67102010,"Baby Toddler apples, Stage 1",9004,Baby food: fruit,41,0.2,10.8,9.87,1.7,0.2,88.6
67102030,"Baby Toddler apples, Stage 2",9004,Baby food: fruit,37,0,10.3,8.48,1.7,0,89.5
67105030,"Baby Toddler bananas, Stage 1",9004,Baby food: fruit,91,1,21.34,11.36,1.6,0.2,76.7
67105040,"Baby Toddler bananas, Stage 2",9004,Baby food: fruit,91,1,21.34,11.36,1.6,0.2,76.7
67108010,"Baby Toddler peaches, Stage 1",9004,Baby food: fruit,65,0.94,14.48,11.5,1.3,0.33,83.65
67108040,"Baby Toddler peaches, Stage 2",9004,Baby food: fruit,65,0.94,14.48,11.5,1.3,0.33,83.65
67109010,"Baby Toddler pears, Stage 1",9004,Baby food: fruit,42,0.3,10.8,6.98,2.8,0.2,88.4
67109040,"Baby Toddler pears, Stage 2",9004,Baby food: fruit,44,0.3,11.6,7.34,2.8,0.1,87.8
67110000,Baby Toddler prunes,9004,Baby food: fruit,100,1,23.52,14.28,2.7,0.2,74.3
67110100,Baby Toddler mangoes,9004,Baby food: fruit,60,0.82,14.98,13.66,1.6,0.38,83.46
67201000,"Baby Toddler juice, NFS",9202,Baby juice,47,0,11.7,10.7,0.1,0.1,88
67202000,"Baby Toddler juice, apple",9202,Baby juice,47,0,11.7,10.7,0.1,0.1,88
67203800,"Baby Toddler juice, grape",9202,Baby juice,62,0,15.38,15.3,0,0,84.4
67204000,"Baby Toddler juice, mixed fruit",9202,Baby juice,47,0,11.7,10.7,0.1,0.1,88
67212000,"Baby Toddler juice, pear",9202,Baby juice,43,0,11.86,7.28,0.1,0,87.9
67230600,"Baby Toddler juice, fruit and vegetable",9202,Baby juice,47,0.3,11.4,9.6,0.5,0.1,87.9
67250150,"Baby Toddler juice, fruit and yogurt blend",9007,Baby food: mixtures,64,1.45,12.43,8.76,1,1.11,84.45
67408010,Baby Toddler pudding,9012,Baby food: snacks and sweets,86,1.76,17.58,12.2,0.2,0.98,79.31
67430500,Baby Toddler yogurt melts,9012,Baby food: snacks and sweets,380,14.29,71.82,57.14,2.3,4,6
71000100,"Potato, NFS",6802,"White potatoes, baked or boiled",126,1.87,20.45,1.62,1.4,4.25,72.09
71100100,"Potato, baked, NFS",6802,"White potatoes, baked or boiled",93,1.95,21.45,1.69,1.5,0.1,75.08
71101000,"Potato, baked, peel not eaten",6802,"White potatoes, baked or boiled",93,1.95,21.45,1.69,1.5,0.1,75.08
71102980,"Potato, boiled, NFS",6802,"White potatoes, baked or boiled",126,1.87,20.45,1.62,1.4,4.25,72.09
71102990,"Potato, boiled, ready-to-heat",6802,"White potatoes, baked or boiled",126,1.87,20.45,1.62,1.4,4.25,72.09
71103000,"Potato, boiled, from fresh, peel not eaten, NS as to fat",6802,"White potatoes, baked or boiled",126,1.87,20.45,1.62,1.4,4.25,72.09
71103010,"Potato, boiled, from fresh, peel not eaten, no added fat",6802,"White potatoes, baked or boiled",93,1.95,21.46,1.69,1.5,0.1,75.12
71103020,"Potato, boiled, from fresh, peel not eaten, fat added, NS as to fat type",6802,"White potatoes, baked or boiled",126,1.87,20.45,1.62,1.4,4.25,72.09
71103030,"Potato, boiled, from fresh, peel not eaten, made with oil",6802,"White potatoes, baked or boiled",131,1.86,20.45,1.61,1.4,4.84,71.56
71103040,"Potato, boiled, from fresh, peel not eaten, made with butter",6802,"White potatoes, baked or boiled",123,1.9,20.45,1.64,1.4,3.99,72.31
71103050,"Potato, boiled, from fresh, peel not eaten, made with margarine",6802,"White potatoes, baked or boiled",116,1.87,20.48,1.61,1.4,3.18,73.09
71103105,"Potato, boiled, from fresh, peel eaten, NS as to fat",6802,"White potatoes, baked or boiled",126,2.39,20.08,1.13,2.1,4.28,71.59
71103115,"Potato, boiled, from fresh, peel eaten, fat added, NS as to fat type",6802,"White potatoes, baked or boiled",126,2.39,20.08,1.13,2.1,4.28,71.59
71103125,"Potato, boiled, from fresh,  peel eaten, no added fat",6802,"White potatoes, baked or boiled",93,2.49,21.07,1.18,2.2,0.13,74.59
71103135,"Potato, boiled, from fresh, peel eaten, made with oil",6802,"White potatoes, baked or boiled",131,2.37,20.07,1.12,2.1,4.87,71.06
71103140,"Potato, boiled, from fresh, peel eaten, made with butter",6802,"White potatoes, baked or boiled",123,2.41,20.07,1.15,2.1,4.02,71.8
71103150,"Potato, boiled, from fresh, peel eaten, made with margarine",6802,"White potatoes, baked or boiled",116,2.38,20.1,1.12,2.1,3.21,72.59
71103300,"Potato, canned, NS as to fat",6802,"White potatoes, baked or boiled",94,1.34,12.91,0.57,2.3,4.35,80.51
71103310,"Potato, canned, fat added, NS as to fat type",6802,"White potatoes, baked or boiled",94,1.34,12.91,0.57,2.3,4.35,80.51
71103320,"Potato, canned, no added fat",6802,"White potatoes, baked or boiled",60,1.39,13.55,0.59,2.4,0.2,83.97
71104030,"Potato, roasted, NFS",6802,"White potatoes, baked or boiled",126,1.87,20.45,1.62,1.4,4.25,72.09
71104040,"Potato, roasted, from fresh, peel eaten, NS as to fat",6802,"White potatoes, baked or boiled",126,2.39,20.08,1.13,2.1,4.28,71.59
71104050,"Potato, roasted, from fresh, peel eaten, no added fat",6802,"White potatoes, baked or boiled",93,2.49,21.07,1.18,2.2,0.13,74.59
71104060,"Potato, roasted, from fresh, peel eaten, fat added, NS as to fat type",6802,"White potatoes, baked or boiled",126,2.39,20.08,1.13,2.1,4.28,71.59
71104070,"Potato, roasted, from fresh, peel eaten, made with oil",6802,"White potatoes, baked or boiled",131,2.37,20.07,1.12,2.1,4.87,71.06
71104080,"Potato, roasted, from fresh, peel eaten, made with butter",6802,"White potatoes, baked or boiled",123,2.41,20.07,1.15,2.1,4.02,71.8
71104090,"Potato, roasted, from fresh, peel eaten, made with margarine",6802,"White potatoes, baked or boiled",116,2.38,20.1,1.12,2.1,3.21,72.59
71104100,"Potato, roasted, from fresh, peel not eaten, NS as to fat",6802,"White potatoes, baked or boiled",126,1.87,20.45,1.62,1.4,4.25,72.09
71104110,"Potato, roasted, from fresh, peel not eaten, fat added, NS as to fat type",6802,"White potatoes, baked or boiled",126,1.87,20.45,1.62,1.4,4.25,72.09
71104120,"Potato, roasted, from fresh, peel not eaten, no added fat",6802,"White potatoes, baked or boiled",93,1.95,21.46,1.69,1.5,0.1,75.12
71104130,"Potato, roasted, from fresh, peel not eaten, made with oil",6802,"White potatoes, baked or boiled",131,1.86,20.45,1.61,1.4,4.84,71.56
71104140,"Potato, roasted, from fresh, peel not eaten, made with butter",6802,"White potatoes, baked or boiled",123,1.9,20.45,1.64,1.4,3.99,72.31
71104150,"Potato, roasted, from fresh, peel not eaten, made with margarine",6802,"White potatoes, baked or boiled",116,1.87,20.48,1.61,1.4,3.18,73.09
71104200,"Potato, roasted, ready-to-heat",6802,"White potatoes, baked or boiled",126,1.87,20.45,1.62,1.4,4.25,72.09
71106000,"Stewed potatoes, Puerto Rican style",6806,Mashed potatoes and white potato mixtures,115,2.1,18.74,1.24,1.9,3.72,74.01
71106010,"Potato only from Puerto Rican mixed dishes, gravy and other components reported separately",6802,"White potatoes, baked or boiled",85,1.7,19.89,0.88,1.8,0.1,76.99
71106020,"Potato from Puerto Rican style stuffed pot roast, with gravy",6806,Mashed potatoes and white potato mixtures,74,2.46,14.45,0.64,1.3,0.93,81.13
71106050,"Potato from Puerto Rican beef stew, with gravy",6806,Mashed potatoes and white potato mixtures,74,2.46,14.45,0.64,1.3,0.93,81.13
71106070,"Potato from Puerto Rican chicken fricassee, with sauce",6806,Mashed potatoes and white potato mixtures,72,1.34,14.62,0.67,1.2,1.02,82.16
71200010,"Potato chips, NFS",5002,Potato chips,532,6.39,53.83,0.33,3.1,33.98,1.86
71200100,"Potato chips, plain",5002,Potato chips,532,6.39,53.83,0.33,3.1,33.98,1.86
71200110,"Potato chips, barbecue flavored",5002,Potato chips,487,6.51,55.92,5.47,3.8,31.06,2.48
71200120,"Potato chips, sour cream and onion flavored",5002,Potato chips,487,6.51,55.92,5.47,3.8,31.06,2.48
71200130,"Potato chips, cheese flavored",5002,Potato chips,487,6.51,55.92,5.47,3.8,31.06,2.48
71200140,"Potato chips, other flavored",5002,Potato chips,487,6.51,55.92,5.47,3.8,31.06,2.48
71200200,"Potato chips, ruffled, plain",5002,Potato chips,532,6.39,53.83,0.33,3.1,33.98,1.86
71200210,"Potato chips, ruffled, barbecue flavored",5002,Potato chips,487,6.51,55.92,5.47,3.8,31.06,2.48
71200220,"Potato chips, ruffled, sour cream and onion flavored",5002,Potato chips,487,6.51,55.92,5.47,3.8,31.06,2.48
71200230,"Potato chips, ruffled, cheese flavored",5002,Potato chips,487,6.51,55.92,5.47,3.8,31.06,2.48
71200240,"Potato chips, ruffled, other flavored",5002,Potato chips,487,6.51,55.92,5.47,3.8,31.06,2.48
71200300,"Potato chips, restructured, plain",5002,Potato chips,543,4.61,55.21,0.76,2.9,35.17,2.36
71200310,"Potato chips, restructured, flavored",5002,Potato chips,542,4.59,55.05,0.76,2.9,35.07,2.36
71200400,"Potato chips, baked, plain",5002,Potato chips,469,5,71.4,5.01,4.8,18.2,1.4
71200410,"Potato chips, baked, flavored",5002,Potato chips,467,4.97,71.04,4.99,4.8,18.11,1.4
71201050,"Potato chips, reduced fat",5002,Potato chips,482,7.03,67.13,0.22,6,20.59,0.99
71201200,"Potato chips, restructured, reduced fat, lightly salted",5002,Potato chips,502,4.56,64.76,0.63,3.2,26.14,2.22
71202000,"Potato chips, unsalted",5002,Potato chips,537,6.25,59.66,0.19,5.4,30.3,0.88
71202500,"Potato chips, lightly salted",5002,Potato chips,559,6.71,53.43,0.34,4.2,35.32,1.35
71202510,"Potato chips, restructured, lightly salted",5002,Potato chips,559,6.71,53.43,0.34,4.2,35.32,1.35
71203010,"Potato chips, popped, plain",5002,Potato chips,469,5,71.4,5.01,4.8,18.2,1.4
71203020,"Potato chips, popped, flavored",5002,Potato chips,467,4.97,71.04,4.99,4.8,18.11,1.4
71203030,"Potato chips, popped, NFS",5002,Potato chips,469,5,71.4,5.01,4.8,18.2,1.4
71205020,"Potato sticks, plain",5002,Potato chips,522,6.7,53.3,0.22,3.4,34.4,2.2
71205030,"Potato sticks, flavored",5002,Potato chips,517,6.63,52.77,0.22,3.4,34.06,2.18
71205040,"Potato sticks, fry shaped",5002,Potato chips,517,6.63,52.77,0.22,3.4,34.06,2.18
71220000,Vegetable chips,5004,"Tortilla, corn, other chips",495,4.72,59.2,6.9,7.8,26.56,5.42
71305015,"Potato, scalloped, NFS",6806,Mashed potatoes and white potato mixtures,168,7.13,13.51,2.13,0.8,9.63,67.82
71305020,"Potato, scalloped, from fast food or restaurant",6806,Mashed potatoes and white potato mixtures,206,6.66,12.99,1.96,0.7,14.34,64.04
71305030,"Potato, scalloped, from fresh",6806,Mashed potatoes and white potato mixtures,168,7.13,13.51,2.13,0.8,9.63,67.82
71305040,"Potato, scalloped, from fresh, with meat",6806,Mashed potatoes and white potato mixtures,173,7.44,12.88,2.08,0.7,10.36,67.36
71305050,"Potato, scalloped, from dry mix",6806,Mashed potatoes and white potato mixtures,169,6.91,13.54,2.21,0.8,9.79,67.66
71305060,"Potato, scalloped, from dry mix, with meat",6806,Mashed potatoes and white potato mixtures,167,7.3,13.12,2.19,0.7,9.6,67.83
71305070,"Potato, scalloped, ready-to-heat",6806,Mashed potatoes and white potato mixtures,178,6.8,13.31,2.18,0.7,10.98,66.87
71305080,"Potato, scalloped, ready-to-heat, with meat",6806,Mashed potatoes and white potato mixtures,183,7.1,12.74,2.14,0.7,11.58,66.49
71400990,"Potato, french fries, NFS",6804,French fries and other fried white potatoes,225,2.5,23.23,0.34,1.8,14.07,58.58
71401000,"Potato, french fries, NS as to fresh or frozen",6804,French fries and other fried white potatoes,225,2.5,23.23,0.34,1.8,14.07,58.58
71401010,"Potato, french fries, from fresh, fried",6804,French fries and other fried white potatoes,198,1.93,18.5,1.25,1.6,13.1,65.13
71401015,"Potato, french fries, from fresh, baked",6804,French fries and other fried white potatoes,166,2.02,19.34,1.3,1.7,9.16,68.08
71401020,"Potato, french fries, from frozen, baked",6804,French fries and other fried white potatoes,158,2.75,25.55,0.37,2,5.48,64.44
71401030,"Potato, french fries, fast food",6804,French fries and other fried white potatoes,312,3.43,41.44,0.3,3.8,14.73,38.55
71401031,"Potato, french fries, restaurant",6804,French fries and other fried white potatoes,289,3.49,37.2,0.28,3.9,14.04,43.19
71401032,"Potato, french fries, from frozen, fried",6804,French fries and other fried white potatoes,225,2.5,23.23,0.34,1.8,14.07,58.58
71401033,"Potato, french fries, school",6804,French fries and other fried white potatoes,166,2.02,19.34,1.3,1.7,9.16,68.08
71401039,"Potato, french fries, with cheese, fast food / restaurant",6804,French fries and other fried white potatoes,260,3.38,29.72,0.3,2.6,14.15,50.84
71401041,"Potato, french fries, with cheese, school",6804,French fries and other fried white potatoes,181,4.55,17.67,1.2,1.5,10.29,65.7
71401045,"Potato, french fries, with chili, fast food / restaurant",6804,French fries and other fried white potatoes,241,4.25,31.58,0.85,3.6,10.81,51.47
71401050,"Potato, french fries, with chili and cheese, fast food / restaurant",6804,French fries and other fried white potatoes,220,4.01,25.43,0.7,2.8,11.4,57.26
71402500,"Potato, french fries, with cheese",6804,French fries and other fried white potatoes,260,3.38,29.72,0.3,2.6,14.15,50.84
71402510,"Potato, french fries, with chili and cheese",6804,French fries and other fried white potatoes,220,4.01,25.43,0.7,2.8,11.4,57.26
71402520,"Potato, french fries, with chili",6804,French fries and other fried white potatoes,241,4.25,31.58,0.85,3.6,10.81,51.47
71403020,"Potato, home fries, NFS",6804,French fries and other fried white potatoes,197,1.92,18.4,1.24,1.6,13.03,64.79
71403030,"Potato, home fries, from restaurant / fast food",6804,French fries and other fried white potatoes,213,1.87,17.91,1.21,1.6,15.2,63.05
71403040,"Potato, home fries, from fresh",6804,French fries and other fried white potatoes,185,1.96,18.76,1.26,1.6,11.52,66.04
71403050,"Potato, home fries, ready-to-heat",6804,French fries and other fried white potatoes,197,1.92,18.4,1.24,1.6,13.03,64.79
71403500,"Potato, home fries, with vegetables",6804,French fries and other fried white potatoes,173,1.73,15.6,1.84,1.6,11.77,69.07
71404000,"Potato, hash brown, NFS",6804,French fries and other fried white potatoes,217,2.62,28.23,0.27,3.2,11.48,55.4
71404010,"Potato, hash brown, from fast food",6804,French fries and other fried white potatoes,272,2.58,28.88,0.56,2.7,17.04,49.27
71404020,"Potato, hash brown, from fast food, with cheese",6804,French fries and other fried white potatoes,295,6.03,24.47,0.52,2.2,19.87,47.16
71404030,"Potato, hash brown, from restaurant",6804,French fries and other fried white potatoes,272,2.58,28.88,0.56,2.7,17.04,49.27
71404040,"Potato, hash brown, from restaurant, with cheese",6804,French fries and other fried white potatoes,295,6.03,24.47,0.52,2.2,19.87,47.16
71404050,"Potato, hash brown, from school lunch",6804,French fries and other fried white potatoes,218,2.64,28.4,0.27,3.2,11.54,55.73
71405010,"Potato, hash brown, from fresh",6804,French fries and other fried white potatoes,190,1.94,18.57,1.25,1.6,12.27,65.36
71405019,"Potato, hash brown, from fresh, with cheese",6804,French fries and other fried white potatoes,223,5.1,16.18,1.12,1.4,15.49,61.1
71405030,"Potato, hash brown, from dry mix",6804,French fries and other fried white potatoes,217,2.62,28.23,0.27,3.2,11.48,55.4
71405040,"Potato, hash brown, ready-to-heat",6804,French fries and other fried white potatoes,217,2.62,28.23,0.27,3.2,11.48,55.4
71405050,"Potato, hash brown, ready-to-heat, with cheese",6804,French fries and other fried white potatoes,249,6.04,23.96,0.28,2.6,15.2,52.29
71410000,Potato skins without topping,6804,French fries and other fried white potatoes,151,2.12,19.53,1.25,1.8,7.45,68.88
71410500,"Potato skins, with cheese",6804,French fries and other fried white potatoes,199,6.07,16.34,1.08,1.5,12.4,62.86
71411000,"Potato skins, with cheese and bacon",6804,French fries and other fried white potatoes,215,7.64,15.52,1.02,1.4,13.68,60.65
71411100,"Potato skins, NFS",6804,French fries and other fried white potatoes,199,6.07,16.34,1.08,1.5,12.4,62.86
71501000,"Potato, mashed, NFS",6806,Mashed potatoes and white potato mixtures,114,2.15,17.6,2.13,1.2,4.07,74.83
71501005,"Potato, mashed, from fast food",6806,Mashed potatoes and white potato mixtures,89,1.65,14.65,0.5,1.3,2.82,79.62
71501006,"Potato, mashed, from fast food, with gravy",6806,Mashed potatoes and white potato mixtures,81,1.46,12.78,0.46,1.1,2.78,81.76
71501007,"Potato, mashed, ready-to-heat",6806,Mashed potatoes and white potato mixtures,106,1.97,13.29,1.76,1.9,5.01,78.27
71501010,"Potato, mashed, from fresh, made with milk",6806,Mashed potatoes and white potato mixtures,114,2.15,17.6,2.13,1.2,4.07,74.83
71501011,"Potato, mashed, from fresh, made with milk, with cheese",6806,Mashed potatoes and white potato mixtures,145,4.41,15.98,1.94,1,7.28,70.74
71501012,"Potato, mashed, from fresh, made with milk, with gravy",6806,Mashed potatoes and white potato mixtures,100,1.86,15.14,1.77,1,3.78,77.93
71501013,"Potato, mashed, from fresh, NFS",6806,Mashed potatoes and white potato mixtures,114,2.15,17.6,2.13,1.2,4.07,74.83
71501016,"Potato, mashed, from restaurant",6806,Mashed potatoes and white potato mixtures,138,2.07,16.77,2.05,1.1,7.22,72.23
71501017,"Potato, mashed, from restaurant, with gravy",6806,Mashed potatoes and white potato mixtures,120,1.8,14.48,1.7,0.9,6.3,75.84
71501018,"Potato, mashed, from school lunch",6806,Mashed potatoes and white potato mixtures,77,2.14,13.2,1.85,1,1.89,81.54
71501035,"Potato, mashed, from dry mix, NFS",6806,Mashed potatoes and white potato mixtures,117,2.05,12.63,1.6,0.9,6.7,77.38
71501040,"Potato, mashed, from dry mix, made with milk",6806,Mashed potatoes and white potato mixtures,117,2.05,12.63,1.6,0.9,6.7,77.38
71501045,"Potato, mashed, from dry mix, made with milk, with cheese",6806,Mashed potatoes and white potato mixtures,148,4.32,11.54,1.46,0.8,9.62,73.01
71501054,"Potato, mashed, from dry mix, made with milk, with gravy",6806,Mashed potatoes and white potato mixtures,103,1.78,11.16,1.34,0.8,5.88,79.96
71501061,"Potato, mashed, ready-to-heat, NFS",6806,Mashed potatoes and white potato mixtures,106,1.97,13.29,1.76,1.9,5.01,78.27
71501071,"Potato, mashed, ready-to-heat, with cheese",6806,Mashed potatoes and white potato mixtures,138,4.26,12.13,1.61,1.7,8.12,73.81
71501075,"Potato, mashed, ready-to-heat, with gravy",6806,Mashed potatoes and white potato mixtures,94,1.72,11.69,1.47,1.5,4.53,80.68
71503010,Potato patty,6804,French fries and other fried white potatoes,171,3.89,13.49,1.48,1.5,11.32,70.15
71505000,"Potato tots, NFS",6804,French fries and other fried white potatoes,237,1.9,24.4,0.28,2.3,15.46,56.52
71505010,"Potato tots, fast food / restaurant",6804,French fries and other fried white potatoes,236,1.89,24.31,0.27,2.3,15.4,56.29
71505020,"Potato tots, school",6804,French fries and other fried white potatoes,166,2.02,19.34,1.3,1.7,9.16,68.08
71505030,"Potato tots, from fresh, fried or baked",6804,French fries and other fried white potatoes,237,1.9,24.4,0.28,2.3,15.46,56.52
71505040,"Potato tots, frozen, baked",6804,French fries and other fried white potatoes,187,2.03,26.1,0.3,2.4,9.17,60.84
71505050,"Potato tots, frozen, fried",6804,French fries and other fried white potatoes,237,1.9,24.4,0.28,2.3,15.46,56.52
71505060,"Potato tots, frozen, NS as to fried or baked",6804,French fries and other fried white potatoes,237,1.9,24.4,0.28,2.3,15.46,56.52
71507005,"Potato, baked, peel not eaten, with butter",6802,"White potatoes, baked or boiled",125,1.9,20.39,1.64,1.4,4.19,72.13
71507010,"Potato, baked, peel not eaten, with sour cream",6802,"White potatoes, baked or boiled",132,1.95,18.96,1.8,1.3,5.56,72.21
